Project,Task ID,Title,Column,Priority,Labels,Description,Created
"Real-Time Market Commenter v3.0","task-mkt-35","Intraday Performance Chart (v3.1)","todo","high","v3.1; feature","Line chart showing % change from open for NASDAQ Composite, S&P 500, and Dow Industrials. Uses QuickChart.io API to generate chart image. Fetch 5min intraday data from FMP for SPY/QQQ/DIA. Send as photo to Telegram via sendPhoto. Skip during pre-market session.","2026-02-11T15:52:18.588Z"
"Real-Time Market Commenter v3.0","task-mkt-36","Hot Stock / Biggest Loser (v3.1)","todo","medium","v3.1; feature","Fetch top daily gainer and top daily loser from FMP stock_market/gainers and stock_market/losers endpoints. Display as ""The Hot Stock: TICKER +X.X%"" and ""The Biggest Loser: TICKER -X.X%"" in Telegram message.","2026-02-11T15:52:18.588Z"
"Real-Time Market Commenter v3.0","task-mkt-37","Best/Worst Sector Display (v3.1)","todo","medium","v3.1; feature","Surface top and bottom sector ETF performance as a prominent section in Telegram message. Data already computed in sector rotation code from sorted sectorData array. Show ""Best Sector: Technology +1.6%"" and ""Worst Sector: Healthcare -0.9%"".","2026-02-11T15:52:18.588Z"
"Real-Time Market Commenter v3.0","task-mkt-38","Period Performance WTD/MTD/QTD/YTD (v3.1)","todo","medium","v3.1; feature","Use FMP stock-price-change/SPY,QQQ,DIA endpoint for WTD (5D), MTD (1M), QTD (3M), YTD returns. Display in Telegram after-hours and end-of-day messages. Single API call returns all period returns.","2026-02-11T15:52:18.588Z"
"Real-Time Market Commenter v3.0","task-mkt-39","Deploy v3.1 to n8n cloud + verify (v3.1)","todo","urgent","v3.1; deployment","Deploy market-commenter-workflow-v3.1.json to rlandino.app.n8n.cloud via deploy-v31.py. Trigger manual test execution. Verify all new features: index dashboard, chart image, hot stock/loser, sector highlights, period returns. Confirm Telegram delivery.","2026-02-11T15:52:18.588Z"
"FinceptTerminal Fork & Data Independence","fi-001","Fork repo on GitHub and clone locally","done","urgent","Legal; Infra","Create a GitHub fork of the FinceptTerminal repo. Clone to local dev machine. Optionally strip .git history for a fresh start.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-002","Remove Fincept branding and trademarks","done","urgent","Legal; Rebrand","LEGAL REQUIREMENT: ""Fincept Terminal"" and ""Fincept"" are trademarked by Fincept Corporation. Replace all instances in: window titles, splash screens, about dialogs, package.json name/description, Tauri config (tauri.conf.json), README, documentation, all UI references. Choose a new name.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-003","Update LICENSE and package.json metadata","done","urgent","Legal; Infra","Keep AGPL-3.0 license (required). Update copyright holder in LICENSE file. Update package.json: name, version (start at 1.0.0), author, description, repository URL. Update Cargo.toml in src-tauri/ with new package name.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-004","Replace logos, icons, and splash screens","done","high","Rebrand; UI/UX","Create new app icon (1024x1024 source), generate all sizes via @tauri-apps/cli icon command. Replace: app icon, tray icon, splash screen, favicon, any embedded branding images. Files: src-tauri/icons/, public/favicon.ico, any logo assets in src/assets/.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-005","Set up CI/CD pipeline","done","medium","Infra","Configure GitHub Actions for: lint (ESLint + TypeScript check), build (Tauri build for Win/Mac/Linux), test (if tests exist). Create .github/workflows/build.yml. Add branch protection rules.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-006","Create .env.example with all required API keys","done","high","Docs; Infra","Document every environment variable the app uses. Create .env.example with placeholders and comments explaining where to get each key (free registration links). Variables: ALPHA_VANTAGE_API_KEY, FMP_API_KEY, FRED_API_KEY, BLS_API_KEY, EIA_API_KEY, BEA_API_KEY, GROQ_API_KEY, DEEPSEEK_API_KEY, etc.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-010","Remove Fincept Orchestrator dependency","done","urgent","Backend; LLM/AI","The Fincept Orchestrator at finceptbackend.share.zrok.io handles async LLM calls. Files: agents/deepagents/fincept_orchestrator.py, fincept_llm_adapter.py. Replace with local LiteLLM routing or direct API calls. The orchestrator uses POST /research/llm/async + GET /research/llm/status/{task_id} polling pattern.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-011","Remove FinceptDataAdapter from data source registry","done","high","Backend; Data","Remove the proprietary Fincept data adapter. Files: FinceptDataAdapter.ts in src/components/tabs/data-sources/adapters/. Also remove from adapters/index.ts ADAPTER_MAP and dataSourceConfigs.ts.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-012","Remove Fincept Model Registry dependency","done","high","Backend; LLM/AI","The Fincept model registry in agents/finagent_core/registries/fincept_model.py routes model requests through Fincept backend. Replace with direct LiteLLM model registry (already supports 52+ providers, 1700+ models). Update agents/finagent_core/registries/models_registry.py to use LiteLLM only.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-013","Replace Fincept LLM adapter with local LiteLLM routing","done","high","Backend; LLM/AI","fincept_llm_adapter.py wraps Fincept backend for LLM calls. Replace with: 1) Direct LiteLLM calls (litellm.completion()), 2) Fallback chain: Ollama local -> Groq free -> DeepSeek. File: agents/deepagents/fincept_llm_adapter.py. Reference litellm_models.py for provider registry.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-014","Update AgentConfigTab to remove Fincept provider option","done","medium","UI/UX; LLM/AI","The agent configuration UI (AgentConfigTab.tsx) lists Fincept as an LLM provider option. Remove it and ensure Ollama, Groq, DeepSeek, OpenAI, Anthropic remain as choices. Also update ChatTab.tsx if it references Fincept-specific LLM routing.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-015","Test all AI agent functions without Fincept backend","done","high","Testing; LLM/AI","Replace all hardcoded finceptbackend.share.zrok.io URLs in TypeScript and Python files with environment-variable-based alternatives (VITE_API_URL, VITE_LLM_API_URL, VITE_QUANTLIB_API_URL).","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-016","Audit all 1,157 Python scripts for Fincept references","done","medium","Backend; Cleanup","Grep through entire src-tauri/resources/scripts/ for: ""fincept"", ""finceptbackend"", ""share.zrok.io"", any Fincept-specific URLs or auth patterns. Create a list of every file that needs modification. Expect 5-10 files beyond the main orchestrator.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-020","Set yfinance as primary stock data source","done","high","Data; API","yfinance (Yahoo Finance unofficial wrapper) provides free unlimited stock data. Already integrated in yfinance_data.py and yfinance_comprehensive.py. Configure as the default/primary source for: quotes, historical OHLCV, company info, financials, options chains. Ensure fallback works when yfinance is unavailable.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-021","Configure FMP free tier as fundamentals source","done","high","Data; API","FMP (Financial Modeling Prep) free tier: 250 req/day. Already integrated in fmp_data.py. Configure for: income statements, balance sheets, cash flow, ratios, key metrics. Implement request counter to stay within daily limit. Add caching to minimize API calls.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-022","Set CoinGecko free tier as primary crypto source","done","high","Data; Crypto","CoinGecko free tier: 30 req/min, no API key needed. Already integrated in CoinGeckoAdapter.ts and coingecko.py. Configure as default crypto data source for: prices, market data, trending, global stats. Set isPro=false in config.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-023","Verify all 25+ government APIs work independently","done","high","Data; Testing","Test each government/economic data source: FRED, SEC EDGAR, World Bank, IMF, OECD, BLS, EIA, BEA, ECB, BIS, WTO, UNESCO, Congress.gov, FDIC, CFTC, US Treasury/Fiscal Data, plus country portals (UK, Singapore, Australia, Germany, France, Canada, Switzerland, Spain, Japan, Sweden). These are all free. Verify each returns data correctly.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-024","Register free API keys for all required services","done","high","API; Infra","Register accounts and get free API keys for: Alpha Vantage (25 req/day), FMP (250 req/day), FRED (unlimited), BLS (500 req/day), EIA (unlimited), BEA (unlimited), Groq (14K tokens/min), DeepSeek ($5 credit). Document all in .env.example. ~30 min total.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-025","Add API key management UI for user-provided keys","backlog","medium","UI/UX; API","Enhance ApiKeysModal.tsx to allow users to enter their own API keys for each provider. Show which are required vs optional. Show free tier limits. Link to registration pages. Store keys securely via Tauri db_set_setting (AES-256-GCM encrypted).","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-026","Create data source priority/fallback configuration","done","high","Data; Infra","Build a configuration system that defines fallback chains per data type: Stock quotes: yfinance -> Alpha Vantage -> FMP. Fundamentals: FMP -> SEC EDGAR -> yfinance. Crypto: CoinGecko -> exchange APIs (CCXT). Economic: FRED -> World Bank -> IMF. Store in settings. Auto-failover when primary source errors or rate limits.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-027","Implement request rate limiting and queue system","done","high","Data; Caching","Free APIs have strict rate limits. Build a request queue/throttler that: 1) Tracks requests per provider per time window, 2) Queues excess requests with backoff, 3) Routes to fallback when primary is rate-limited, 4) Shows rate limit status in UI. Apply to all adapters via BaseAdapter middleware.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-028","Remove or disable unused paid-only adapters","done","medium","Cleanup; Data","Several adapters require expensive paid plans with no free tier: Refinitiv (enterprise $$$$), Databento (institutional), Trading Economics ($30+/mo), Intrinio ($75+/mo). Either remove from ADAPTER_MAP or mark as ""Premium - requires paid subscription"" in the UI. Keep the code but don't show by default.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-029","Verify CCXT crypto exchange public API access","backlog","medium","Crypto; Testing","CCXT library provides unified access to 100+ crypto exchanges. Public endpoints (orderbook, ticker, OHLCV) are free on all exchanges. Verify: Binance, Kraken, Coinbase, Bybit, KuCoin, Gate.io, OKX, HyperLiquid all work with public-only access. No API key needed for market data.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-030","Design SQLite caching schema for market data","done","high","Caching; Infra","Design tables: market_data_cache (symbol, data_type, timestamp, data_json, source, expires_at), rate_limit_tracker (provider, window_start, request_count, max_requests), data_source_health (provider, last_success, last_error, avg_response_ms). Leverage existing Tauri SQLite infrastructure in src-tauri/src/database/.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-031","Implement caching middleware for BaseAdapter","done","high","Caching; Data","Add cache-check-before-fetch logic to BaseAdapter.ts: 1) Check SQLite cache for fresh data (configurable TTL per data type), 2) If cached and fresh, return cached data, 3) If stale/missing, fetch from API, cache result, return. TTL defaults: quotes=60s, daily OHLCV=1h, fundamentals=24h, economic=1w.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-032","Implement offline mode with cached data","done","medium","Caching; UI/UX","When network is unavailable: serve all data from cache regardless of TTL, show ""Offline - data as of [timestamp]"" banner in UI, disable features that require live data (order placement, real-time streaming). Detect connectivity via Tauri.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-033","Add background pre-fetch worker for commonly used data","done","medium","Caching; Backend","Implement a scheduled background worker (Tauri + Rust) that pre-fetches: watchlist quotes every 60s, portfolio holdings data every 5min, major index levels (SPY, QQQ, DIA) every 60s. Run within rate limits. Keeps cache warm so UI always has recent data.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-040","Configure Ollama as default local LLM provider","done","high","LLM/AI","Ollama runs LLMs locally for free (Llama 3.1, Mistral, Qwen, etc.). Already partially integrated via @langchain/ollama. Configure as the default LLM provider in AgentConfigTab. Add auto-detection of running Ollama instance. Show recommended models (llama3.1:8b for speed, llama3.1:70b for quality).","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-041","Configure Groq as free cloud LLM fallback","done","high","LLM/AI; API","Groq offers 14K tokens/min free tier with blazing fast inference (Llama, Mixtral). Already has groq-sdk dependency. Configure as cloud fallback when Ollama not available. Env var: GROQ_API_KEY. Models: llama-3.1-70b-versatile, mixtral-8x7b-32768.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-042","Configure DeepSeek as budget premium LLM option","done","medium","LLM/AI; API","DeepSeek offers near GPT-4 quality at ~$0.14/M tokens (extremely cheap). Add as ""Budget Premium"" option in AgentConfigTab. Env var: DEEPSEEK_API_KEY. Good for heavy analysis tasks where Ollama quality is insufficient.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-043","Implement LLM provider auto-selection logic","done","medium","LLM/AI; UI/UX","Build smart provider selection: 1) Check if Ollama is running locally -> use it, 2) If no Ollama, check Groq free tier availability -> use it, 3) If Groq rate limited, try DeepSeek, 4) Fall back to user-configured provider (OpenAI/Anthropic). Show active provider in status bar.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-044","Test all 20+ investor persona agents with free LLMs","done","medium","LLM/AI; Testing","The app has 20+ investor persona agents (Buffett, Graham, Dalio, Soros, Lynch, etc.) plus hedge fund systems (Bridgewater All-Weather, Citadel, Renaissance). Test each with Ollama llama3.1:8b and Groq llama-3.1-70b. Document quality differences. Adjust system prompts if needed for smaller models.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-050","Add Alpaca broker adapter (free paper trading)","done","high","Broker; API","Alpaca provides free paper trading API for US stocks. Build AlpacaAdapter.ts extending base broker pattern. Endpoints: account, positions, orders, portfolio history. Support both paper (paper-api.alpaca.markets) and live (api.alpaca.markets). Auth: API Key + Secret in headers.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-051","Add Interactive Brokers adapter","done","medium","Broker; API","IBKR provides institutional-grade API. Build IBKRAdapter.ts for: account data, positions, order placement, market data. Use Client Portal API (REST) or TWS API. Support paper and live accounts. This is the most complex broker integration.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-052","Keep CCXT crypto broker integrations as-is","done","low","Crypto; Broker","CCXT already provides unified access to 100+ crypto exchanges. The existing BinanceAdapter, KrakenAdapter, CoinbaseAdapter, etc. all use CCXT. No changes needed - verify they work with user-provided API keys.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-053","Gate Indian broker integrations behind region setting","done","low","Broker; UI/UX","Currently 12 Indian brokers (Zerodha, Angel One, 5Paisa, Fyers, Groww, IIFL, Motilal Oswal, Shoonya, Alice Blue, etc.) are always visible. Add a region/country setting in preferences. Only show Indian brokers when region=India. Keeps UI clean for US/EU users.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-054","Build broker selection UI in settings","done","medium","Broker; UI/UX","Create a Settings > Brokers page where users can: see available brokers for their region, connect/disconnect brokers, enter API credentials, test connections, set a default broker for order execution. Follow existing adapter config pattern.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-055","Implement portfolio sync from connected broker","done","medium","Broker; Data","Auto-import real positions from connected broker (Alpaca, IBKR, or crypto exchanges). Map to internal portfolio model for analysis (Sharpe, VaR, max drawdown, etc.). Schedule periodic sync (every 5min for active session).","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-060","Remove unused data source adapters (90+ -> 20)","done","medium","Cleanup","The app ships 90+ adapters including Oracle, DynamoDB, Snowflake, BigQuery, Kafka, RabbitMQ, MQTT, Neo4j, etc. Most users will never use enterprise database adapters. Keep: market data APIs (17), file sources (CSV/JSON/Excel/Parquet/XML), REST/GraphQL/WebSocket/OData, SQLite/PostgreSQL. Remove or move others to an ""extensions"" package.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-061","Consolidate charting libraries (6 -> 2)","done","medium","Cleanup; UI/UX","Removed unused chart deps: anychart, maplibre-gl, react-map-gl. Kept active: Plotly.js (SurfaceChart), Recharts (dashboards), Lightweight Charts (financial), D3 (geo), Deck.GL (maritime).","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-062","Remove Selenium dependency for economic calendar","done","low","Cleanup; Data","economic_calendar.py used Selenium + BeautifulSoup to scrape Forex Factory. Replaced with FMP API economic_calendar endpoint.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-063","Add comprehensive error boundaries in React","done","medium","UI/UX; Cleanup","One failed API call should not crash the whole app. Add React ErrorBoundary components around each major section. Show friendly error messages with retry buttons.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-064","Clean up dead code and unused Python scripts","done","low","Cleanup","Audited 95 Python scripts in src-tauri/resources/scripts/. Identified and removed 13 dead scripts never referenced from Rust/TypeScript.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-065","Remove hardcoded API keys from Python scripts","done","high","Cleanup; Legal","Found real FMP and Polygon API keys committed in .env. Replaced with empty placeholders. Created .env.example template.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-070","Build simplified onboarding wizard","done","high","UI/UX","Current setup is overwhelming (90+ adapters, 13+ LLM providers, 10+ brokers). Create a first-run wizard: 1) Choose region (US/EU/India/Global), 2) Choose data focus (Stocks/Crypto/Both/Macro), 3) Enter available API keys (show which are free), 4) Choose LLM (auto-detect Ollama, suggest Groq free), 5) Optional: connect broker. Auto-configure everything.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-071","Create pre-configured data profiles","done","medium","UI/UX; Data","One-click profiles: ""US Stocks"" -> yfinance + FMP + SEC EDGAR + FRED. ""Crypto Trader"" -> CoinGecko + exchange APIs + CCXT. ""Global Macro"" -> FRED + World Bank + IMF + OECD + ECB. ""Full Suite"" -> All free sources enabled. Each profile auto-enables the right adapters and enters free-tier config.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-072","Add data source health dashboard","done","medium","UI/UX; Data","Show a status page with: each connected data source, last successful call, error rate, rate limit usage (e.g., ""FMP: 187/250 daily requests used""), response time. Color-code: green (healthy), yellow (rate limited), red (error).","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-073","Update all documentation for the fork","done","medium","Docs","Rewrite README.md: new name, updated feature list, setup instructions with free APIs, link to .env.example. Update CONTRIBUTING.md. Create MIGRATION.md for users of the original Fincept Terminal. Document the free data stack and its limitations.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-080","End-to-end test: stock data pipeline","backlog","high","Testing; Data","Test full flow: search symbol -> get quote -> get historical chart -> get fundamentals -> get options chain -> AI analysis. Use yfinance + FMP free. Verify data accuracy against known values. Test with US stocks, ETFs, and ADRs.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-081","End-to-end test: crypto data pipeline","backlog","high","Testing; Crypto","Test: search coin -> get price -> get market data -> get historical OHLCV -> AI analysis. Use CoinGecko free + exchange APIs. Test with BTC, ETH, and a smaller altcoin.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-082","End-to-end test: economic data pipeline","backlog","high","Testing; Data","Test: fetch GDP (FRED) -> unemployment (BLS) -> CPI -> treasury rates (Fiscal Data) -> AI macro analysis. Verify all government APIs return current data.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-083","End-to-end test: AI agents with Ollama","backlog","high","Testing; LLM/AI","Run each agent category through a full analysis cycle using Ollama: investor personas, hedge fund agents, trader agents, economic agents, geopolitics agents. Verify they produce reasonable output. Document minimum model size requirements.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-084","Performance test with free tier rate limits","backlog","medium","Testing; Caching","Simulate realistic usage: load portfolio dashboard (20 symbols), switch between views, request AI analysis. Measure how quickly rate limits are hit. Verify caching prevents redundant API calls. Identify bottlenecks.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-085","Build and package for Windows, macOS, Linux","backlog","high","Deploy","Use Tauri CLI to build release binaries for all three platforms. Test installation on clean machines. Verify all bundled Python scripts are included. Check code signing requirements for each platform.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-086","Create GitHub Release with changelog","backlog","medium","Deploy; Docs","Tag v1.0.0. Write comprehensive changelog documenting: what was forked, what was removed (Fincept dependencies), what was added (caching, free data stack, US brokers), known limitations. Upload release binaries for all platforms.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-090","Integrate OpenBB Platform as unified data backend","backlog","medium","Enhancement; Data","OpenBB is an open-source Bloomberg alternative that wraps 90+ data providers. Adding it would replace 10+ individual adapters with one library. pip install openbb. Supports: equities, options, crypto, forex, macro, news, alt data. Estimated effort: 2 weeks. High impact.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-091","Add local vector database (ChromaDB) for research","backlog","medium","Enhancement; LLM/AI","Store and semantic-search financial research, SEC filings, news articles, and analysis reports locally. Use ChromaDB (or Chroma via LangChain). Enable: ""Search my research for mentions of interest rate risk"" style queries. Store embeddings locally (Ollama embedding model).","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-092","Add Polygon.io adapter (good free tier)","backlog","low","Enhancement; API","Polygon.io offers 5 req/min free tier with good US market data. Build PolygonAdapter.ts following existing BaseAdapter pattern. Supports: quotes, OHLCV, financials, options, news, reference data. Good supplement to yfinance.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-093","Connect visual workflow builder to backtesting engines","backlog","medium","Enhancement; UI/UX","The app has ReactFlow workflow builder AND 5+ backtesting engines (backtesting.py, zipline, vectorbt, bt, FinRL). Connect them: let users build trading strategies visually, then backtest them. This is a killer feature that differentiates from competitors.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-094","Add export to Excel/PDF reports","backlog","low","Enhancement; UI/UX","Users want to share analysis outside the app. Add export buttons for: portfolio summary (PDF), financial ratios (Excel), AI analysis report (PDF), chart images (PNG/SVG). Use existing xlsx dependency + add a PDF library.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-095","Implement community plugin/extension system","backlog","low","Enhancement; Infra","Allow users to share custom adapters, agents, and workflow templates. Design: plugin manifest format, installation from URL/file, plugin marketplace UI, sandboxed execution. This extends the life of the project by enabling community contributions.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-096","Add scheduled data refresh and alerts","backlog","medium","Enhancement; Caching","Background worker that: refreshes watchlist data on schedule, checks price alerts (cross above/below threshold), monitors portfolio for significant changes, sends desktop notifications via Tauri notification API.","2026-02-12T20:40:21.787Z"
"FinceptTerminal Fork & Data Independence","fi-097","Enable TypeScript strict mode and fix type errors","backlog","low","Enhancement; Cleanup","Turn on strict mode in tsconfig.json for better type safety. Fix all resulting type errors across the codebase. This catches bugs earlier and improves developer experience for contributors.","2026-02-12T20:40:21.787Z"
"Altamira Capital — Q1 2026","alt-task-01","Set up core trading infrastructure","todo","urgent","Trading Systems; P1","Brokerage accounts, data feeds, execution platform. Target: Feb 28.","2026-02-14T17:02:56.642Z"
"Altamira Capital — Q1 2026","alt-task-02","Backtest 3+ strategies (equities, options, fixed income)","todo","high","Trading Systems; P1","Develop and validate multi-strategy models with historical data. Target: Mar 15.","2026-02-14T17:02:56.642Z"
"Altamira Capital — Q1 2026","alt-task-03","Paper trading live with risk management rules","backlog","high","Trading Systems","Run strategies in paper trading mode with position sizing and stop-loss rules. Target: Mar 31.","2026-02-14T17:02:56.642Z"
"Altamira Capital — Q1 2026","alt-task-04","Write investment thesis document","todo","high","Strategy; P2","Define Altamira Capital investment philosophy, edge, and target markets. Target: Feb 28.","2026-02-14T17:02:56.642Z"
"Altamira Capital — Q1 2026","alt-task-05","Build risk management framework","backlog","high","Strategy","Position sizing, drawdown limits, correlation constraints, VaR models. Target: Mar 15.","2026-02-14T17:02:56.642Z"
"Altamira Capital — Q1 2026","alt-task-06","Create target portfolio allocation model","backlog","medium","Strategy","Asset class weights, rebalancing rules, benchmark selection. Target: Mar 31.","2026-02-14T17:02:56.642Z"
"Altamira Capital — Q1 2026","alt-task-07","Deploy Claude Skills for financial analysis","todo","high","AI Toolkit; P3","Get financial ratio analysis, options analysis, and reporting skills operational. Target: Feb 28.","2026-02-14T17:02:56.642Z"
"Altamira Capital — Q1 2026","alt-task-08","Build automated market monitoring workflows","backlog","medium","AI Toolkit","n8n workflows for daily market scans, earnings alerts, volatility tracking. Target: Mar 15.","2026-02-14T17:02:56.642Z"
"Altamira Capital — Q1 2026","alt-task-09","Client reporting automation","backlog","medium","AI Toolkit","Automated performance reports, portfolio summaries, risk dashboards. Target: Mar 31.","2026-02-14T17:02:56.642Z"
"Altamira Capital — Q1 2026","alt-task-10","Install AI Chief of Staff system","done","high","AI Toolkit; Done","Claude Code Chief of Staff with personalized CLAUDE.md, goals.yaml, commands, and task tracking.","2026-02-14T17:02:56.642Z"
"RocketMoney Monthly Spend Analyzer","rm-task-01","Set up RocketMoney CSV/Excel import parser","backlog","high","Personal Finance; Data Analysis","Parse the exported spend file — detect columns (date, merchant, category, amount, account), normalize data types, handle edge cases (refunds, pending transactions, split transactions).","2026-02-17T20:08:29.462Z"
"RocketMoney Monthly Spend Analyzer","rm-task-02","Build expense categorization engine","backlog","high","Personal Finance; Data Analysis","Auto-categorize transactions into buckets: Housing, Utilities, Groceries, Dining, Transport, Subscriptions, Entertainment, Health, Shopping, Other. Flag miscategorized items for review.","2026-02-17T20:08:29.462Z"
"RocketMoney Monthly Spend Analyzer","rm-task-03","Calculate monthly spend summary by category","backlog","high","Personal Finance; Data Analysis","Aggregate total spend per category, compute percentages of total, compare to recommended budget allocations (50/30/20 rule baseline).","2026-02-17T20:08:29.462Z"
"RocketMoney Monthly Spend Analyzer","rm-task-04","Identify recurring subscriptions and fixed costs","backlog","medium","Personal Finance","Detect recurring charges (same merchant, similar amount, monthly pattern), flag subscription creep, calculate total recurring monthly burn.","2026-02-17T20:08:29.462Z"
"RocketMoney Monthly Spend Analyzer","rm-task-05","Build month-over-month trend analysis","backlog","medium","Data Analysis","Compare current month to previous months (if historical data available). Highlight categories with significant increases/decreases. Calculate rolling averages.","2026-02-17T20:08:29.462Z"
"RocketMoney Monthly Spend Analyzer","rm-task-06","Generate top spending merchants report","backlog","medium","Data Analysis","Rank merchants by total spend, frequency, and average transaction size. Flag outlier transactions (>2x average for that merchant).","2026-02-17T20:08:29.462Z"
"RocketMoney Monthly Spend Analyzer","rm-task-07","Create savings opportunity detector","backlog","medium","Personal Finance","Identify: unused/underused subscriptions, duplicate services, categories where spend exceeds benchmarks, potential negotiation targets (insurance, utilities).","2026-02-17T20:08:29.462Z"
"RocketMoney Monthly Spend Analyzer","rm-task-08","Build actionable recommendations engine","backlog","high","Personal Finance; Automation","Generate prioritized list of specific actions: cancel X subscription ($Y/mo savings), reduce dining by Z%, switch to cheaper provider for W. Include estimated monthly savings per recommendation.","2026-02-17T20:08:29.462Z"
"RocketMoney Monthly Spend Analyzer","rm-task-09","Design output report format (Markdown + CSV)","backlog","low","Data Analysis","Produce a clean Markdown report with executive summary, category breakdown table, trend charts, top merchants, and ranked recommendations. Also output a cleaned CSV for further analysis.","2026-02-17T20:08:29.462Z"
"RocketMoney Monthly Spend Analyzer","rm-task-10","Create Claude skill for reusable monthly analysis","backlog","low","Automation","Package the analysis workflow as a reusable Claude skill in the Skills Factory — input: RocketMoney export file, output: full analysis report with recommendations.","2026-02-17T20:08:29.462Z"
